ds,y
2020-01-16,111.77541937953312
2020-01-17,110.69891730297437
2020-01-18,105.9942049209803
2020-01-19,106.95278722207397
2020-01-20,107.36562423377062
2020-01-21,111.2580845355373
2020-01-22,114.07231231066375
2020-01-23,117.13387995350243
2020-01-24,114.30170146535978
2020-01-25,109.58585357586068
2020-01-26,107.65772468584483
2020-01-27,110.49856271993298
2020-01-28,110.30060823106118
2020-01-29,117.5471061183601
2020-01-30,117.32047335654677
2020-01-31,113.39511852043461
2020-02-01,109.0951299431925
2020-02-02,112.24026661633052
2020-02-03,110.7831593540777
2020-02-04,115.3218294859637
2020-02-05,113.58197629503734
2020-02-06,115.815197403518
2020-02-07,115.2586385530816
2020-02-08,112.87583843998942
2020-02-09,110.66324439333347
2020-02-10,113.00618467205786
2020-02-11,112.96838203916356
2020-02-12,116.85223776206585
2020-02-13,117.97409236491491
2020-02-14,117.08874202670805
2020-02-15,114.92574832104812
2020-02-16,110.69071544073022
2020-02-17,110.79618589074511
2020-02-18,117.49762466665115
2020-02-19,118.56116630466079
2020-02-20,117.65314538910063
2020-02-21,119.61112676668124
2020-02-22,114.98399691849397
2020-02-23,115.08338692218146
2020-02-24,114.11976526615881
2020-02-25,119.57749839886615
2020-02-26,121.58488385380029
2020-02-27,119.27529480674801
2020-02-28,119.59809273065612
2020-02-29,116.61814608176387
2020-03-01,116.19003834015615
2020-03-02,113.37660287131004
2020-03-03,118.30360794773189
2020-03-04,121.31012549538625
2020-03-05,117.76352329412182
2020-03-06,117.10083398437557
2020-03-07,113.3081372289887
2020-03-08,114.43163126454733
2020-03-09,116.58053381867015
2020-03-10,120.18972070566288
2020-03-11,120.47655293659437
2020-03-12,123.46859665132308
2020-03-13,117.41058594815549
2020-03-14,114.39776618576474
2020-03-15,115.31898034862785
2020-03-16,116.62745879465436
2020-03-17,118.41474251782614
2020-03-18,117.77219175760116
2020-03-19,121.38017316404965
2020-03-20,117.9923464916984
2020-03-21,118.40569683866337
2020-03-22,116.3804917551971
2020-03-23,115.04969243890598
2020-03-24,118.08091541884447
2020-03-25,119.6521720706225
2020-03-26,121.7671109525344
2020-03-27,121.70861819124909
2020-03-28,116.22897521377739
2020-03-29,116.8725134935974
2020-03-30,115.92940493234903
2020-03-31,117.90707862306564
2020-04-01,121.30448075108097
2020-04-02,120.51163704632523
2020-04-03,119.62811992546177
2020-04-04,116.07274222644457
2020-04-05,119.20482530219455
2020-04-06,116.89827928793619
2020-04-07,118.14669667007442
2020-04-08,121.86520954535659
2020-04-09,121.95455615903525
2020-04-10,120.16504560621959
2020-04-11,118.80810386707051
2020-04-12,117.39071885966622
2020-04-13,116.02581926938426
2020-04-14,118.28826041585678
2020-04-15,121.06693532872093
2020-04-16,118.58507061404897
2020-04-17,118.11831508168024
2020-04-18,119.81153704682276
2020-04-19,118.57612945633927
2020-04-20,116.28217085252369
2020-04-21,119.8310009768071
2020-04-22,121.74068611204903
2020-04-23,126.43079412878815
2020-04-24,121.82531529749821
2020-04-25,117.30464518592858
2020-04-26,114.39122758325163
2020-04-27,113.94260572985215
2020-04-28,118.94873244862094
2020-04-29,119.7976142883474
2020-04-30,119.31852247523497
2020-05-01,118.79677245167464
2020-05-02,115.47628081507023
2020-05-03,117.93889352256653
2020-05-04,117.2401038849699
2020-05-05,118.17884332820064
2020-05-06,122.68139356574784
2020-05-07,121.07954481304616
2020-05-08,117.96873310562616
2020-05-09,118.8599460372305
2020-05-10,115.67602900140908
2020-05-11,113.80428502503909
2020-05-12,117.33103781960227
2020-05-13,118.55723842343255
2020-05-14,118.28214235966638
2020-05-15,120.02665758571823
2020-05-16,118.80022485442048
2020-05-17,112.11499122911744
2020-05-18,115.53436064752721
2020-05-19,115.95514816626633
2020-05-20,118.4396018174892
2020-05-21,118.75268174653856
2020-05-22,116.61189540261182
2020-05-23,115.26518954618162
2020-05-24,112.20880304253077
2020-05-25,114.32432169374843
2020-05-26,116.0710982132024
2020-05-27,118.01409849588045
2020-05-28,117.46932262952602
2020-05-29,116.21956616678678
2020-05-30,115.49006667839157
2020-05-31,113.3591965084739
2020-06-01,111.5932080620345
2020-06-02,115.42496592237727
2020-06-03,118.61801997042957
2020-06-04,115.4341878547692
2020-06-05,116.99690553532945
2020-06-06,112.45000931404738
2020-06-07,112.54081848139785
2020-06-08,110.982201113831
2020-06-09,111.62695975611956
2020-06-10,114.09902768276339
2020-06-11,117.05123458747131
2020-06-12,115.60399499477512
2020-06-13,111.1120783281054
2020-06-14,111.6598098601775
2020-06-15,108.64453514251416
2020-06-16,113.23794775663033
2020-06-17,113.71999726798965
2020-06-18,114.99126738905437
2020-06-19,114.26949811651608
2020-06-20,110.15633865154746
2020-06-21,109.0982535902614
2020-06-22,111.61452577024899
2020-06-23,111.43545329010873
2020-06-24,115.74958377390519
2020-06-25,113.23013502715644
2020-06-26,113.9452803161998
2020-06-27,112.55833724848696
2020-06-28,104.9138498811639
2020-06-29,107.8535307605228
2020-06-30,112.10809771366392
2020-07-01,113.1314418931549
2020-07-02,114.41999953337469
2020-07-03,111.18215824909578
2020-07-04,109.46276336497549
2020-07-05,107.32438354926938
2020-07-06,109.73717402247648
2020-07-07,110.56114868670511
2020-07-08,112.88019845559332
2020-07-09,112.18436211070711
2020-07-10,110.29709130169576
2020-07-11,107.62622877414597
2020-07-12,107.09394220353626
2020-07-13,106.3009198196242
2020-07-14,109.56395940000615
2020-07-15,114.43991164073495
2020-07-16,113.06546813037076
2020-07-17,109.50000657599008
2020-07-18,109.04171491748784
2020-07-19,104.85961340303955
2020-07-20,102.84965308581404
2020-07-21,106.5969367781003
2020-07-22,107.50606080411237
2020-07-23,110.22295985851422
2020-07-24,109.01446909356406
2020-07-25,108.75903828983758
2020-07-26,104.97363046322991
2020-07-27,104.59706062568515
2020-07-28,108.37973649682644
2020-07-29,106.03012743722428
2020-07-30,110.14658058238929
2020-07-31,109.19473956288508
2020-08-01,103.08709686165184
2020-08-02,105.26877745154184
2020-08-03,104.51299274727785
2020-08-04,105.60217651247477
2020-08-05,109.39573786499972
2020-08-06,112.30949493511541
2020-08-07,107.43240500161616
2020-08-08,104.8096393905458
2020-08-09,102.00790393708486
2020-08-10,101.88604189232582
2020-08-11,106.63822514099442
2020-08-12,106.34239282714218
2020-08-13,108.20338306492114
2020-08-14,105.64860242747622
2020-08-15,104.3744426848447
2020-08-16,102.42955697400593
2020-08-17,103.96295964387433
2020-08-18,103.88752544609476
2020-08-19,106.49578259536837
2020-08-20,105.91646861254083
2020-08-21,105.00198517818596
2020-08-22,103.54026373222156
2020-08-23,102.39813350562513
2020-08-24,100.37247385460529
2020-08-25,105.32175043500882
2020-08-26,108.3147920907427
2020-08-27,107.40168031618892
2020-08-28,107.89692592435789
2020-08-29,101.24354473341057
2020-08-30,98.84240259270851
2020-08-31,98.55139921068404
2020-09-01,105.74238955236645
2020-09-02,106.76128411863016
2020-09-03,106.21415994749718
2020-09-04,105.0354874474339
2020-09-05,100.26776995712704
2020-09-06,103.94793437192715
2020-09-07,101.00154856597156
2020-09-08,103.2691312156375
2020-09-09,106.4937380455067
2020-09-10,106.66319210647237
2020-09-11,104.61443741138724
2020-09-12,100.45244540315926
2020-09-13,100.68787467182517
2020-09-14,103.35146124564325
2020-09-15,104.86334285052233
2020-09-16,107.55462617183295
2020-09-17,104.95430975078037
2020-09-18,102.59346272654966
2020-09-19,101.2686396944228
2020-09-20,99.90342183990914
2020-09-21,102.0289624838071
2020-09-22,100.18593798993544
2020-09-23,107.35884242150783
2020-09-24,105.40411180253024
2020-09-25,103.37792351590103
2020-09-26,99.89998252668084
2020-09-27,97.31886535232634
2020-09-28,101.62429080152401
2020-09-29,102.85705631353382
2020-09-30,103.17263951629697
2020-10-01,103.7622175961877
2020-10-02,103.59895093087978
2020-10-03,104.02674144961294
2020-10-04,99.53753095463044
2020-10-05,98.2812898784875
2020-10-06,102.54563399584406
2020-10-07,104.88635654733528
2020-10-08,101.86804446989443
2020-10-09,104.25038172233958
2020-10-10,101.42663437640111
2020-10-11,101.24165300708525
2020-10-12,103.60042380192897
2020-10-13,104.91559668180335
2020-10-14,105.22407385602497
2020-10-15,104.60595819995783
2020-10-16,108.5645811501398
2020-10-17,102.2548571754403
2020-10-18,100.63143181519172
2020-10-19,101.22411666843232
2020-10-20,103.97622434382816
2020-10-21,105.8841550400403
2020-10-22,105.89838489418534
2020-10-23,104.39712145310888
2020-10-24,102.64939527930392
2020-10-25,100.34740747555531
2020-10-26,100.76243155531222
2020-10-27,104.42939999274562
2020-10-28,106.32801544183769
2020-10-29,109.6436421418138
2020-10-30,101.88857441489185
2020-10-31,105.00209902039471
2020-11-01,103.71652452960728
2020-11-02,99.4248443095374
2020-11-03,104.47716334047674
2020-11-04,106.89279864345815
2020-11-05,106.03372499005482
2020-11-06,105.47332248719525
2020-11-07,102.49148397116241
2020-11-08,105.28560892068631
2020-11-09,104.76535307387691
2020-11-10,107.7423292449258
2020-11-11,109.39295768788814
2020-11-12,107.3283790987324
2020-11-13,106.7464878370738
2020-11-14,105.80066390347118
2020-11-15,101.74907183410774
2020-11-16,105.37196707896501
2020-11-17,106.43047919193691
2020-11-18,108.71928434557358
2020-11-19,111.07431202548374
2020-11-20,109.20017755393638
2020-11-21,105.54001155566752
2020-11-22,106.3502025030347
2020-11-23,103.7236411477196
2020-11-24,108.77119271668128
2020-11-25,111.24077361819282
2020-11-26,110.626167660378
2020-11-27,110.11832750305264
2020-11-28,105.31258325754308
2020-11-29,107.11720219380125
2020-11-30,106.19970786661999
2020-12-01,108.2066072758595
2020-12-02,113.07931871563389
2020-12-03,111.19963531337082
2020-12-04,108.69277642883796
2020-12-05,106.04102046958856
2020-12-06,107.83694766531278
2020-12-07,105.76293586583176
2020-12-08,112.838834052816
2020-12-09,109.6079754969605
2020-12-10,116.03469280412239
2020-12-11,112.3643209572806
2020-12-12,109.48136372964191
2020-12-13,107.36883745444153
2020-12-14,109.54805067321855
2020-12-15,111.42310746161917
2020-12-16,115.66555404724177
2020-12-17,114.94755895520368
2020-12-18,113.56559506253315
2020-12-19,110.37916017811744
2020-12-20,109.40439746942356
2020-12-21,110.71975936883084
2020-12-22,110.22778169337096
2020-12-23,113.30621516139183
2020-12-24,117.2130744395985
2020-12-25,114.92212037868472
2020-12-26,111.97765141613141
2020-12-27,110.84953099348441
2020-12-28,112.11415697610337
2020-12-29,113.3204324389985
2020-12-30,115.50002963538498
2020-12-31,117.73254056053479
2021-01-01,114.54010310958718
2021-01-02,114.20873564013444
2021-01-03,109.61126889763499
2021-01-04,114.47996014311941
2021-01-05,116.18223239318782
2021-01-06,118.39426141086197
2021-01-07,120.2546492083237
2021-01-08,119.84646832202753
2021-01-09,116.45690503302805
2021-01-10,110.74087063410099
2021-01-11,112.35158893959553
2021-01-12,115.86817249190581
2021-01-13,119.37840130892953
2021-01-14,120.88278106426164
2021-01-15,117.58160175195734
2021-01-16,116.53339215255022
2021-01-17,113.68258234966801
2021-01-18,114.6623878990135
2021-01-19,115.99900853352712
2021-01-20,119.25255996343753
2021-01-21,119.37111328899704
2021-01-22,118.49261682274486
2021-01-23,119.11343631617736
2021-01-24,114.66447515036714
2021-01-25,120.79400430787149
2021-01-26,120.10726037648169
2021-01-27,122.16513318571971
2021-01-28,121.3534299102433
2021-01-29,122.24074892382656
2021-01-30,117.89458161381607
2021-01-31,117.48753917878417
2021-02-01,121.8920768413103
2021-02-02,120.4199647488768
2021-02-03,124.7984995973589
2021-02-04,122.76254234652006
2021-02-05,122.30346489880391
2021-02-06,122.56892245226437
2021-02-07,117.50747637050772
2021-02-08,121.90244780306752
2021-02-09,122.74563636864946
2021-02-10,123.33868226181379
2021-02-11,125.86126397577429
2021-02-12,124.89739455516002
2021-02-13,121.91504261647927
2021-02-14,117.14891189444492
2021-02-15,119.13583590774785
2021-02-16,122.34167476268124
2021-02-17,125.08559102477186
2021-02-18,126.84417486373084
2021-02-19,124.69102969974008
2021-02-20,119.95037710016283
2021-02-21,121.03051643752907
2021-02-22,122.08305423896161
2021-02-23,124.47769867980018
2021-02-24,127.72766657902243
2021-02-25,128.05727066714
2021-02-26,125.99021254060936
2021-02-27,122.70863472041164
2021-02-28,118.81258013158319
2021-03-01,122.63850877574082
2021-03-02,124.75935105333825
2021-03-03,127.30637274333361
2021-03-04,125.66628296268631
2021-03-05,124.43719748434613
2021-03-06,125.13309124208192
2021-03-07,121.96612888146176
2021-03-08,123.7195619219228
2021-03-09,125.1751491953941
2021-03-10,127.60995225466694
2021-03-11,129.6364507978926
2021-03-12,125.91348995706659
2021-03-13,124.30732873753692
2021-03-14,121.92270612772064
2021-03-15,122.61696246494601
2021-03-16,125.220920200929
2021-03-17,128.4310143630831
2021-03-18,128.02377057613774
2021-03-19,129.06432207918795
2021-03-20,123.29452538486477
2021-03-21,122.78915965973057
2021-03-22,123.0424248582696
2021-03-23,128.26833963012
2021-03-24,128.78563922310482
2021-03-25,130.66237774098488
2021-03-26,125.30471996003588
2021-03-27,125.36897672689864
2021-03-28,124.7154138649166
2021-03-29,124.11643278094029
2021-03-30,127.96651884437664
2021-03-31,127.96470139322176
2021-04-01,131.45782813436168
2021-04-02,131.189946385044
2021-04-03,124.6120045234834
2021-04-04,122.87988311860214
2021-04-05,126.31955289528722
2021-04-06,128.86342412192553
2021-04-07,128.06141409975038
2021-04-08,128.79790960743227
2021-04-09,127.38263439020874
2021-04-10,123.18265052118319
2021-04-11,122.19260340922062
2021-04-12,122.63512474896325
2021-04-13,125.32368544432241
2021-04-14,128.75449582439904
2021-04-15,129.71988709576567
2021-04-16,130.051052427692
2021-04-17,123.6014659370693
2021-04-18,124.9264870798796
2021-04-19,123.67960333792267
2021-04-20,126.24034856285482
2021-04-21,129.63791538197407
2021-04-22,127.48374054658605
2021-04-23,128.07837131430685
2021-04-24,125.10843343271235
2021-04-25,123.92885413573673
2021-04-26,124.15504727804463
2021-04-27,129.698860070819
2021-04-28,127.35122972560004
2021-04-29,128.03440501344144
2021-04-30,126.2141872103984
2021-05-01,123.65089191721206
2021-05-02,121.84081248736194
2021-05-03,125.09305631781248
2021-05-04,127.71658798776363
2021-05-05,127.00349525736137
2021-05-06,127.11616938872113
2021-05-07,127.37203032712472
2021-05-08,123.15417336109458
2021-05-09,123.22727243523735
2021-05-10,123.07767379559705
2021-05-11,122.75894951030155
2021-05-12,129.61078803939245
2021-05-13,130.47182639524135
2021-05-14,125.14263773195742
2021-05-15,122.78169589183878
2021-05-16,122.07146430516495
2021-05-17,122.62404656268488
2021-05-18,125.35396885638812
2021-05-19,129.62317709197592
2021-05-20,126.81592551503314
2021-05-21,124.15295537799852
2021-05-22,120.56834582202434
2021-05-23,119.80609978736364
2021-05-24,121.3185121993579
2021-05-25,126.29010777233579
2021-05-26,125.05011777040185
2021-05-27,126.62251126232832
2021-05-28,124.51834496138042
2021-05-29,123.59986807438355
2021-05-30,123.86050651893908
2021-05-31,119.7274598097749
2021-06-01,122.00791071294546
2021-06-02,126.52510831533311
2021-06-03,126.43083041628279
2021-06-04,126.42333719727571
2021-06-05,121.79290510730414
2021-06-06,118.62065000222255
2021-06-07,120.48928193233188
2021-06-08,123.47503223174519
2021-06-09,125.25018418042295
2021-06-10,125.22050447577928
2021-06-11,124.29621690370575
2021-06-12,121.70553793006884
2021-06-13,120.25938850553436
2021-06-14,119.59523604799544
2021-06-15,120.5728126804073
2021-06-16,123.24401972545951
2021-06-17,125.26715652941888
2021-06-18,120.46225037219415
2021-06-19,119.49004275059416
2021-06-20,116.57591093030199
2021-06-21,117.63973179873946
2021-06-22,121.71063006739654
2021-06-23,122.27542577620564
2021-06-24,122.4875891383281
2021-06-25,118.60447318253757
2021-06-26,119.00942911661187
2021-06-27,117.08392511341279
2021-06-28,119.78839226016336
2021-06-29,118.27564950866767
2021-06-30,121.2596900377812
2021-07-01,121.73237445029488
2021-07-02,121.9493341502255
2021-07-03,116.68488995925155
2021-07-04,115.47125902921702
2021-07-05,116.39198222603804
2021-07-06,117.95381331683429
2021-07-07,119.19820849072558
2021-07-08,120.58699589391895
2021-07-09,120.13218726954489
2021-07-10,114.22802467512732
2021-07-11,114.19387968028141
2021-07-12,113.37374332635554
2021-07-13,118.41269930023563
2021-07-14,116.53210417340236
2021-07-15,118.40965207344932
2021-07-16,118.04323121573762
2021-07-17,117.07560770626964
2021-07-18,112.85952341724382
2021-07-19,112.55939657923413
2021-07-20,118.41503069560392
2021-07-21,115.62326911366509
